date,month#,DofM,day,week,month,mmm-yy,quarter,year
9/22/2018,9,22,Sat,38,Sep,18-Sep,Q3,2018
9/23/2018,9,23,Sun,39,Sep,18-Sep,Q3,2018
9/24/2018,9,24,Mon,39,Sep,18-Sep,Q3,2018
9/25/2018,9,25,Tue,39,Sep,18-Sep,Q3,2018
9/26/2018,9,26,Wed,39,Sep,18-Sep,Q3,2018
9/27/2018,9,27,Thu,39,Sep,18-Sep,Q3,2018
9/28/2018,9,28,Fri,39,Sep,18-Sep,Q3,2018
9/29/2018,9,29,Sat,39,Sep,18-Sep,Q3,2018
9/30/2018,9,30,Sun,40,Sep,18-Sep,Q3,2018
10/1/2018,10,1,Mon,40,Oct,18-Oct,Q4,2018
10/2/2018,10,2,Tue,40,Oct,18-Oct,Q4,2018
10/3/2018,10,3,Wed,40,Oct,18-Oct,Q4,2018
10/4/2018,10,4,Thu,40,Oct,18-Oct,Q4,2018
10/5/2018,10,5,Fri,40,Oct,18-Oct,Q4,2018
10/6/2018,10,6,Sat,40,Oct,18-Oct,Q4,2018
10/7/2018,10,7,Sun,41,Oct,18-Oct,Q4,2018
10/8/2018,10,8,Mon,41,Oct,18-Oct,Q4,2018
10/9/2018,10,9,Tue,41,Oct,18-Oct,Q4,2018
10/10/2018,10,10,Wed,41,Oct,18-Oct,Q4,2018
10/11/2018,10,11,Thu,41,Oct,18-Oct,Q4,2018
10/12/2018,10,12,Fri,41,Oct,18-Oct,Q4,2018
10/13/2018,10,13,Sat,41,Oct,18-Oct,Q4,2018
10/14/2018,10,14,Sun,42,Oct,18-Oct,Q4,2018
10/15/2018,10,15,Mon,42,Oct,18-Oct,Q4,2018
10/16/2018,10,16,Tue,42,Oct,18-Oct,Q4,2018
10/17/2018,10,17,Wed,42,Oct,18-Oct,Q4,2018
10/18/2018,10,18,Thu,42,Oct,18-Oct,Q4,2018
10/19/2018,10,19,Fri,42,Oct,18-Oct,Q4,2018
10/20/2018,10,20,Sat,42,Oct,18-Oct,Q4,2018
10/21/2018,10,21,Sun,43,Oct,18-Oct,Q4,2018
10/22/2018,10,22,Mon,43,Oct,18-Oct,Q4,2018
10/23/2018,10,23,Tue,43,Oct,18-Oct,Q4,2018
10/24/2018,10,24,Wed,43,Oct,18-Oct,Q4,2018
10/25/2018,10,25,Thu,43,Oct,18-Oct,Q4,2018
10/26/2018,10,26,Fri,43,Oct,18-Oct,Q4,2018
10/27/2018,10,27,Sat,43,Oct,18-Oct,Q4,2018
10/28/2018,10,28,Sun,44,Oct,18-Oct,Q4,2018
10/29/2018,10,29,Mon,44,Oct,18-Oct,Q4,2018
10/30/2018,10,30,Tue,44,Oct,18-Oct,Q4,2018
10/31/2018,10,31,Wed,44,Oct,18-Oct,Q4,2018
11/1/2018,11,1,Thu,44,Nov,18-Nov,Q4,2018
11/2/2018,11,2,Fri,44,Nov,18-Nov,Q4,2018
11/3/2018,11,3,Sat,44,Nov,18-Nov,Q4,2018
11/4/2018,11,4,Sun,45,Nov,18-Nov,Q4,2018
11/5/2018,11,5,Mon,45,Nov,18-Nov,Q4,2018
11/6/2018,11,6,Tue,45,Nov,18-Nov,Q4,2018
11/7/2018,11,7,Wed,45,Nov,18-Nov,Q4,2018
11/8/2018,11,8,Thu,45,Nov,18-Nov,Q4,2018
11/9/2018,11,9,Fri,45,Nov,18-Nov,Q4,2018
11/10/2018,11,10,Sat,45,Nov,18-Nov,Q4,2018
11/11/2018,11,11,Sun,46,Nov,18-Nov,Q4,2018
11/12/2018,11,12,Mon,46,Nov,18-Nov,Q4,2018
11/13/2018,11,13,Tue,46,Nov,18-Nov,Q4,2018
11/14/2018,11,14,Wed,46,Nov,18-Nov,Q4,2018
11/15/2018,11,15,Thu,46,Nov,18-Nov,Q4,2018
11/16/2018,11,16,Fri,46,Nov,18-Nov,Q4,2018
11/17/2018,11,17,Sat,46,Nov,18-Nov,Q4,2018
11/18/2018,11,18,Sun,47,Nov,18-Nov,Q4,2018
11/19/2018,11,19,Mon,47,Nov,18-Nov,Q4,2018
11/20/2018,11,20,Tue,47,Nov,18-Nov,Q4,2018
11/21/2018,11,21,Wed,47,Nov,18-Nov,Q4,2018
11/22/2018,11,22,Thu,47,Nov,18-Nov,Q4,2018
11/23/2018,11,23,Fri,47,Nov,18-Nov,Q4,2018
11/24/2018,11,24,Sat,47,Nov,18-Nov,Q4,2018
11/25/2018,11,25,Sun,48,Nov,18-Nov,Q4,2018
11/26/2018,11,26,Mon,48,Nov,18-Nov,Q4,2018
11/27/2018,11,27,Tue,48,Nov,18-Nov,Q4,2018
11/28/2018,11,28,Wed,48,Nov,18-Nov,Q4,2018
11/29/2018,11,29,Thu,48,Nov,18-Nov,Q4,2018
11/30/2018,11,30,Fri,48,Nov,18-Nov,Q4,2018
12/1/2018,12,1,Sat,48,Dec,18-Dec,Q4,2018
12/2/2018,12,2,Sun,49,Dec,18-Dec,Q4,2018
12/3/2018,12,3,Mon,49,Dec,18-Dec,Q4,2018
12/4/2018,12,4,Tue,49,Dec,18-Dec,Q4,2018
12/5/2018,12,5,Wed,49,Dec,18-Dec,Q4,2018
12/6/2018,12,6,Thu,49,Dec,18-Dec,Q4,2018
12/7/2018,12,7,Fri,49,Dec,18-Dec,Q4,2018
12/8/2018,12,8,Sat,49,Dec,18-Dec,Q4,2018
12/9/2018,12,9,Sun,50,Dec,18-Dec,Q4,2018
12/10/2018,12,10,Mon,50,Dec,18-Dec,Q4,2018
12/11/2018,12,11,Tue,50,Dec,18-Dec,Q4,2018
12/12/2018,12,12,Wed,50,Dec,18-Dec,Q4,2018
12/13/2018,12,13,Thu,50,Dec,18-Dec,Q4,2018
12/14/2018,12,14,Fri,50,Dec,18-Dec,Q4,2018
12/15/2018,12,15,Sat,50,Dec,18-Dec,Q4,2018
12/16/2018,12,16,Sun,51,Dec,18-Dec,Q4,2018
12/17/2018,12,17,Mon,51,Dec,18-Dec,Q4,2018
12/18/2018,12,18,Tue,51,Dec,18-Dec,Q4,2018
12/19/2018,12,19,Wed,51,Dec,18-Dec,Q4,2018
12/20/2018,12,20,Thu,51,Dec,18-Dec,Q4,2018
12/21/2018,12,21,Fri,51,Dec,18-Dec,Q4,2018
12/22/2018,12,22,Sat,51,Dec,18-Dec,Q4,2018
12/23/2018,12,23,Sun,52,Dec,18-Dec,Q4,2018
12/24/2018,12,24,Mon,52,Dec,18-Dec,Q4,2018
12/25/2018,12,25,Tue,52,Dec,18-Dec,Q4,2018
12/26/2018,12,26,Wed,52,Dec,18-Dec,Q4,2018
12/27/2018,12,27,Thu,52,Dec,18-Dec,Q4,2018
12/28/2018,12,28,Fri,52,Dec,18-Dec,Q4,2018
12/29/2018,12,29,Sat,52,Dec,18-Dec,Q4,2018
12/30/2018,12,30,Sun,53,Dec,18-Dec,Q4,2018
12/31/2018,12,31,Mon,53,Dec,18-Dec,Q4,2018
1/1/2019,1,1,Tue,1,Jan,19-Jan,Q1,2019
1/2/2019,1,2,Wed,1,Jan,19-Jan,Q1,2019
1/3/2019,1,3,Thu,1,Jan,19-Jan,Q1,2019
1/4/2019,1,4,Fri,1,Jan,19-Jan,Q1,2019
1/5/2019,1,5,Sat,1,Jan,19-Jan,Q1,2019
1/6/2019,1,6,Sun,2,Jan,19-Jan,Q1,2019
1/7/2019,1,7,Mon,2,Jan,19-Jan,Q1,2019
1/8/2019,1,8,Tue,2,Jan,19-Jan,Q1,2019
1/9/2019,1,9,Wed,2,Jan,19-Jan,Q1,2019
1/10/2019,1,10,Thu,2,Jan,19-Jan,Q1,2019
1/11/2019,1,11,Fri,2,Jan,19-Jan,Q1,2019
1/12/2019,1,12,Sat,2,Jan,19-Jan,Q1,2019
1/13/2019,1,13,Sun,3,Jan,19-Jan,Q1,2019
1/14/2019,1,14,Mon,3,Jan,19-Jan,Q1,2019
1/15/2019,1,15,Tue,3,Jan,19-Jan,Q1,2019
1/16/2019,1,16,Wed,3,Jan,19-Jan,Q1,2019
1/17/2019,1,17,Thu,3,Jan,19-Jan,Q1,2019
1/18/2019,1,18,Fri,3,Jan,19-Jan,Q1,2019
1/19/2019,1,19,Sat,3,Jan,19-Jan,Q1,2019
1/20/2019,1,20,Sun,4,Jan,19-Jan,Q1,2019
1/21/2019,1,21,Mon,4,Jan,19-Jan,Q1,2019
1/22/2019,1,22,Tue,4,Jan,19-Jan,Q1,2019
1/23/2019,1,23,Wed,4,Jan,19-Jan,Q1,2019
1/24/2019,1,24,Thu,4,Jan,19-Jan,Q1,2019
1/25/2019,1,25,Fri,4,Jan,19-Jan,Q1,2019
1/26/2019,1,26,Sat,4,Jan,19-Jan,Q1,2019
1/27/2019,1,27,Sun,5,Jan,19-Jan,Q1,2019
1/28/2019,1,28,Mon,5,Jan,19-Jan,Q1,2019
1/29/2019,1,29,Tue,5,Jan,19-Jan,Q1,2019
1/30/2019,1,30,Wed,5,Jan,19-Jan,Q1,2019
1/31/2019,1,31,Thu,5,Jan,19-Jan,Q1,2019
2/1/2019,2,1,Fri,5,Feb,19-Feb,Q1,2019
2/2/2019,2,2,Sat,5,Feb,19-Feb,Q1,2019
2/3/2019,2,3,Sun,6,Feb,19-Feb,Q1,2019
2/4/2019,2,4,Mon,6,Feb,19-Feb,Q1,2019
2/5/2019,2,5,Tue,6,Feb,19-Feb,Q1,2019
2/6/2019,2,6,Wed,6,Feb,19-Feb,Q1,2019
2/7/2019,2,7,Thu,6,Feb,19-Feb,Q1,2019
2/8/2019,2,8,Fri,6,Feb,19-Feb,Q1,2019
2/9/2019,2,9,Sat,6,Feb,19-Feb,Q1,2019
2/10/2019,2,10,Sun,7,Feb,19-Feb,Q1,2019
2/11/2019,2,11,Mon,7,Feb,19-Feb,Q1,2019
2/12/2019,2,12,Tue,7,Feb,19-Feb,Q1,2019
2/13/2019,2,13,Wed,7,Feb,19-Feb,Q1,2019
2/14/2019,2,14,Thu,7,Feb,19-Feb,Q1,2019
2/15/2019,2,15,Fri,7,Feb,19-Feb,Q1,2019
2/16/2019,2,16,Sat,7,Feb,19-Feb,Q1,2019
2/17/2019,2,17,Sun,8,Feb,19-Feb,Q1,2019
2/18/2019,2,18,Mon,8,Feb,19-Feb,Q1,2019
2/19/2019,2,19,Tue,8,Feb,19-Feb,Q1,2019
2/20/2019,2,20,Wed,8,Feb,19-Feb,Q1,2019
2/21/2019,2,21,Thu,8,Feb,19-Feb,Q1,2019
2/22/2019,2,22,Fri,8,Feb,19-Feb,Q1,2019
2/23/2019,2,23,Sat,8,Feb,19-Feb,Q1,2019
2/24/2019,2,24,Sun,9,Feb,19-Feb,Q1,2019
2/25/2019,2,25,Mon,9,Feb,19-Feb,Q1,2019
2/26/2019,2,26,Tue,9,Feb,19-Feb,Q1,2019
2/27/2019,2,27,Wed,9,Feb,19-Feb,Q1,2019
2/28/2019,2,28,Thu,9,Feb,19-Feb,Q1,2019
3/1/2019,3,1,Fri,9,Mar,19-Mar,Q1,2019
3/2/2019,3,2,Sat,9,Mar,19-Mar,Q1,2019
3/3/2019,3,3,Sun,10,Mar,19-Mar,Q1,2019
3/4/2019,3,4,Mon,10,Mar,19-Mar,Q1,2019
3/5/2019,3,5,Tue,10,Mar,19-Mar,Q1,2019
3/6/2019,3,6,Wed,10,Mar,19-Mar,Q1,2019
3/7/2019,3,7,Thu,10,Mar,19-Mar,Q1,2019
3/8/2019,3,8,Fri,10,Mar,19-Mar,Q1,2019
3/9/2019,3,9,Sat,10,Mar,19-Mar,Q1,2019
3/10/2019,3,10,Sun,11,Mar,19-Mar,Q1,2019
3/11/2019,3,11,Mon,11,Mar,19-Mar,Q1,2019
3/12/2019,3,12,Tue,11,Mar,19-Mar,Q1,2019
3/13/2019,3,13,Wed,11,Mar,19-Mar,Q1,2019
3/14/2019,3,14,Thu,11,Mar,19-Mar,Q1,2019
3/15/2019,3,15,Fri,11,Mar,19-Mar,Q1,2019
3/16/2019,3,16,Sat,11,Mar,19-Mar,Q1,2019
3/17/2019,3,17,Sun,12,Mar,19-Mar,Q1,2019
3/18/2019,3,18,Mon,12,Mar,19-Mar,Q1,2019
3/19/2019,3,19,Tue,12,Mar,19-Mar,Q1,2019
3/20/2019,3,20,Wed,12,Mar,19-Mar,Q1,2019
3/21/2019,3,21,Thu,12,Mar,19-Mar,Q1,2019
3/22/2019,3,22,Fri,12,Mar,19-Mar,Q1,2019
3/23/2019,3,23,Sat,12,Mar,19-Mar,Q1,2019
3/24/2019,3,24,Sun,13,Mar,19-Mar,Q1,2019
3/25/2019,3,25,Mon,13,Mar,19-Mar,Q1,2019
3/26/2019,3,26,Tue,13,Mar,19-Mar,Q1,2019
3/27/2019,3,27,Wed,13,Mar,19-Mar,Q1,2019
3/28/2019,3,28,Thu,13,Mar,19-Mar,Q1,2019
3/29/2019,3,29,Fri,13,Mar,19-Mar,Q1,2019
3/30/2019,3,30,Sat,13,Mar,19-Mar,Q1,2019
3/31/2019,3,31,Sun,14,Mar,19-Mar,Q1,2019
4/1/2019,4,1,Mon,14,Apr,19-Apr,Q2,2019
4/2/2019,4,2,Tue,14,Apr,19-Apr,Q2,2019
4/3/2019,4,3,Wed,14,Apr,19-Apr,Q2,2019
4/4/2019,4,4,Thu,14,Apr,19-Apr,Q2,2019
4/5/2019,4,5,Fri,14,Apr,19-Apr,Q2,2019
4/6/2019,4,6,Sat,14,Apr,19-Apr,Q2,2019
4/7/2019,4,7,Sun,15,Apr,19-Apr,Q2,2019
4/8/2019,4,8,Mon,15,Apr,19-Apr,Q2,2019
4/9/2019,4,9,Tue,15,Apr,19-Apr,Q2,2019
4/10/2019,4,10,Wed,15,Apr,19-Apr,Q2,2019
4/11/2019,4,11,Thu,15,Apr,19-Apr,Q2,2019
4/12/2019,4,12,Fri,15,Apr,19-Apr,Q2,2019
4/13/2019,4,13,Sat,15,Apr,19-Apr,Q2,2019
4/14/2019,4,14,Sun,16,Apr,19-Apr,Q2,2019
4/15/2019,4,15,Mon,16,Apr,19-Apr,Q2,2019
4/16/2019,4,16,Tue,16,Apr,19-Apr,Q2,2019
4/17/2019,4,17,Wed,16,Apr,19-Apr,Q2,2019
4/18/2019,4,18,Thu,16,Apr,19-Apr,Q2,2019
4/19/2019,4,19,Fri,16,Apr,19-Apr,Q2,2019
4/20/2019,4,20,Sat,16,Apr,19-Apr,Q2,2019
4/21/2019,4,21,Sun,17,Apr,19-Apr,Q2,2019
4/22/2019,4,22,Mon,17,Apr,19-Apr,Q2,2019
4/23/2019,4,23,Tue,17,Apr,19-Apr,Q2,2019
4/24/2019,4,24,Wed,17,Apr,19-Apr,Q2,2019
4/25/2019,4,25,Thu,17,Apr,19-Apr,Q2,2019
4/26/2019,4,26,Fri,17,Apr,19-Apr,Q2,2019
4/27/2019,4,27,Sat,17,Apr,19-Apr,Q2,2019
4/28/2019,4,28,Sun,18,Apr,19-Apr,Q2,2019
4/29/2019,4,29,Mon,18,Apr,19-Apr,Q2,2019
4/30/2019,4,30,Tue,18,Apr,19-Apr,Q2,2019
5/1/2019,5,1,Wed,18,May,19-May,Q2,2019
5/2/2019,5,2,Thu,18,May,19-May,Q2,2019
5/3/2019,5,3,Fri,18,May,19-May,Q2,2019
5/4/2019,5,4,Sat,18,May,19-May,Q2,2019
5/5/2019,5,5,Sun,19,May,19-May,Q2,2019
5/6/2019,5,6,Mon,19,May,19-May,Q2,2019
5/7/2019,5,7,Tue,19,May,19-May,Q2,2019
5/8/2019,5,8,Wed,19,May,19-May,Q2,2019
5/9/2019,5,9,Thu,19,May,19-May,Q2,2019
5/10/2019,5,10,Fri,19,May,19-May,Q2,2019
5/11/2019,5,11,Sat,19,May,19-May,Q2,2019
5/12/2019,5,12,Sun,20,May,19-May,Q2,2019
5/13/2019,5,13,Mon,20,May,19-May,Q2,2019
5/14/2019,5,14,Tue,20,May,19-May,Q2,2019
5/15/2019,5,15,Wed,20,May,19-May,Q2,2019
5/16/2019,5,16,Thu,20,May,19-May,Q2,2019
5/17/2019,5,17,Fri,20,May,19-May,Q2,2019
5/18/2019,5,18,Sat,20,May,19-May,Q2,2019
5/19/2019,5,19,Sun,21,May,19-May,Q2,2019
5/20/2019,5,20,Mon,21,May,19-May,Q2,2019
5/21/2019,5,21,Tue,21,May,19-May,Q2,2019
5/22/2019,5,22,Wed,21,May,19-May,Q2,2019
5/23/2019,5,23,Thu,21,May,19-May,Q2,2019
5/24/2019,5,24,Fri,21,May,19-May,Q2,2019
5/25/2019,5,25,Sat,21,May,19-May,Q2,2019
5/26/2019,5,26,Sun,22,May,19-May,Q2,2019
5/27/2019,5,27,Mon,22,May,19-May,Q2,2019
5/28/2019,5,28,Tue,22,May,19-May,Q2,2019
5/29/2019,5,29,Wed,22,May,19-May,Q2,2019
5/30/2019,5,30,Thu,22,May,19-May,Q2,2019
5/31/2019,5,31,Fri,22,May,19-May,Q2,2019
6/1/2019,6,1,Sat,22,Jun,19-Jun,Q2,2019
6/2/2019,6,2,Sun,23,Jun,19-Jun,Q2,2019
6/3/2019,6,3,Mon,23,Jun,19-Jun,Q2,2019
6/4/2019,6,4,Tue,23,Jun,19-Jun,Q2,2019
6/5/2019,6,5,Wed,23,Jun,19-Jun,Q2,2019
6/6/2019,6,6,Thu,23,Jun,19-Jun,Q2,2019
6/7/2019,6,7,Fri,23,Jun,19-Jun,Q2,2019
6/8/2019,6,8,Sat,23,Jun,19-Jun,Q2,2019
6/9/2019,6,9,Sun,24,Jun,19-Jun,Q2,2019
6/10/2019,6,10,Mon,24,Jun,19-Jun,Q2,2019
6/11/2019,6,11,Tue,24,Jun,19-Jun,Q2,2019
6/12/2019,6,12,Wed,24,Jun,19-Jun,Q2,2019
6/13/2019,6,13,Thu,24,Jun,19-Jun,Q2,2019
6/14/2019,6,14,Fri,24,Jun,19-Jun,Q2,2019
6/15/2019,6,15,Sat,24,Jun,19-Jun,Q2,2019
6/16/2019,6,16,Sun,25,Jun,19-Jun,Q2,2019
6/17/2019,6,17,Mon,25,Jun,19-Jun,Q2,2019
6/18/2019,6,18,Tue,25,Jun,19-Jun,Q2,2019
6/19/2019,6,19,Wed,25,Jun,19-Jun,Q2,2019
6/20/2019,6,20,Thu,25,Jun,19-Jun,Q2,2019
6/21/2019,6,21,Fri,25,Jun,19-Jun,Q2,2019
6/22/2019,6,22,Sat,25,Jun,19-Jun,Q2,2019
6/23/2019,6,23,Sun,26,Jun,19-Jun,Q2,2019
6/24/2019,6,24,Mon,26,Jun,19-Jun,Q2,2019
6/25/2019,6,25,Tue,26,Jun,19-Jun,Q2,2019
6/26/2019,6,26,Wed,26,Jun,19-Jun,Q2,2019
6/27/2019,6,27,Thu,26,Jun,19-Jun,Q2,2019
6/28/2019,6,28,Fri,26,Jun,19-Jun,Q2,2019
6/29/2019,6,29,Sat,26,Jun,19-Jun,Q2,2019
6/30/2019,6,30,Sun,27,Jun,19-Jun,Q2,2019
7/1/2019,7,1,Mon,27,Jul,19-Jul,Q3,2019
7/2/2019,7,2,Tue,27,Jul,19-Jul,Q3,2019
7/3/2019,7,3,Wed,27,Jul,19-Jul,Q3,2019
7/4/2019,7,4,Thu,27,Jul,19-Jul,Q3,2019
7/5/2019,7,5,Fri,27,Jul,19-Jul,Q3,2019
7/6/2019,7,6,Sat,27,Jul,19-Jul,Q3,2019
7/7/2019,7,7,Sun,28,Jul,19-Jul,Q3,2019
7/8/2019,7,8,Mon,28,Jul,19-Jul,Q3,2019
7/9/2019,7,9,Tue,28,Jul,19-Jul,Q3,2019
7/10/2019,7,10,Wed,28,Jul,19-Jul,Q3,2019
7/11/2019,7,11,Thu,28,Jul,19-Jul,Q3,2019
7/12/2019,7,12,Fri,28,Jul,19-Jul,Q3,2019
7/13/2019,7,13,Sat,28,Jul,19-Jul,Q3,2019
7/14/2019,7,14,Sun,29,Jul,19-Jul,Q3,2019
7/15/2019,7,15,Mon,29,Jul,19-Jul,Q3,2019
7/16/2019,7,16,Tue,29,Jul,19-Jul,Q3,2019
7/17/2019,7,17,Wed,29,Jul,19-Jul,Q3,2019
7/18/2019,7,18,Thu,29,Jul,19-Jul,Q3,2019
7/19/2019,7,19,Fri,29,Jul,19-Jul,Q3,2019
7/20/2019,7,20,Sat,29,Jul,19-Jul,Q3,2019
7/21/2019,7,21,Sun,30,Jul,19-Jul,Q3,2019
7/22/2019,7,22,Mon,30,Jul,19-Jul,Q3,2019
7/23/2019,7,23,Tue,30,Jul,19-Jul,Q3,2019
7/24/2019,7,24,Wed,30,Jul,19-Jul,Q3,2019
7/25/2019,7,25,Thu,30,Jul,19-Jul,Q3,2019
7/26/2019,7,26,Fri,30,Jul,19-Jul,Q3,2019
7/27/2019,7,27,Sat,30,Jul,19-Jul,Q3,2019
7/28/2019,7,28,Sun,31,Jul,19-Jul,Q3,2019
7/29/2019,7,29,Mon,31,Jul,19-Jul,Q3,2019
7/30/2019,7,30,Tue,31,Jul,19-Jul,Q3,2019
7/31/2019,7,31,Wed,31,Jul,19-Jul,Q3,2019
